seller_id,seller_state,orders,item_price_revenue,avg_review_score,late_rate,avg_freight_per_item
001cca7ae9ae17fb1caed9dfb1094831,ES,195,24487.03,3.965367965367965,0.05555555555555555,36.99089743589744
dc4a0fc896dc34b0d5bfec8438291c80,SP,225,23655.98,3.8161157024793386,0.06611570247933884,18.562314049586778
2b3e4a2a3ea8e01938cabda2a3e5cc79,SP,52,23629.15,4.388888888888889,0.0,16.776851851851852
612170e34b97004b3ba37eae81836b4c,RS,107,23065.02,4.427272727272728,0.01818181818181818,20.973272727272725
7b0df942f46435babab05d49b744b2c4,SP,32,22600.63,4.387096774193548,0.09375,21.0046875
1a3df491d1c4f1589fc2b934ada68bf2,SC,160,22472.4,4.242690058479532,0.05263157894736842,23.849298245614037
710e3548e02bc1d2831dfc4f1b5b14d4,PR,131,22369.25,3.463235294117647,0.043795620437956206,27.318686131386862
744dac408745240a2c2528fb1b6028f3,PR,78,22322.6,4.554216867469879,0.012048192771084338,22.624096385542167
7ad32824caee82087b3e2e5f33b1bf32,SP,147,22018.1,3.785310734463277,0.12777777777777777,19.320555555555554
f45122a9ab94eb4f3f8953578bc0c560,SP,184,21764.68,3.9238578680203045,0.07106598984771574,16.6456345177665
897060da8b9a21f655304d50fd935913,SP,304,21740.51,3.4706601466992666,0.12106537530266344,15.781646489104116
06e5eefc71ec47ae763c5c6f8db7064f,RS,90,21648.670000000002,3.956043956043956,0.021505376344086023,23.136021505376345
8444e55c1f13cd5c179851e5ca5ebd00,MG,92,21480.96,3.156862745098039,0.10784313725490197,19.26186274509804
05ff92fedb5be47920fea08e501238b9,RS,57,21235.98,4.283333333333333,0.05,29.131500000000003
8f2ce03f928b567e3d56181ae20ae952,SP,151,21213.2,4.116959064327485,0.14534883720930233,21.840697674418603
59fb871bf6f4522a87ba567b42dafecf,SP,123,21178.600000000002,4.256,0.064,16.10864
d2374cbcbb3ca4ab1086534108cc3ab7,SP,514,20926.02,3.690864600326264,0.0532258064516129,15.232596774193548
00ee68308b45bc5e2660cd833c3f81cc,SP,135,20260.0,4.3274853801169595,0.08139534883720931,18.49220930232558
48162d548f5b1b11b9d29d1e01f75a61,SP,66,20109.39,3.8202247191011236,0.02247191011235955,22.94876404494382
729f06993dac8e860d4f02d7088ca48a,SP,94,19885.18,4.330357142857143,0.09734513274336283,43.478672566371685
004c9cd9d87a3c30c522c48c4fc07416,SP,156,19569.73,4.156626506024097,0.07738095238095238,20.977916666666665
bfd27a966d91cfaafdb25d076585f0da,SP,114,19225.0,4.324561403508772,0.05217391304347826,22.925304347826085
dc317f341ab0e22f39acbd9dbf9b4a1f,RS,55,18988.4,4.120689655172414,0.05172413793103448,61.75396551724138
96493fab2fbb13a14d0c0e8772eef5c3,SP,63,18969.0,4.031746031746032,0.0625,18.94109375
f457c46070d02cadd8a68551231220dd,PR,195,18798.3,3.8013100436681224,0.06521739130434782,15.872652173913044
